epoch,global_step,lr,loss_mask_bce,loss_mask_dice,loss_mask_cls,loss_img_auth,loss_auth_penalty,loss_total,w_mask_bce,w_mask_dice,w_mask_cls,w_img_auth,w_auth_penalty
1,0,0.0001,0.7365812659263611,0.9640570878982544,0.4927178919315338,0.6636331081390381,1.3834285255143186e-06,2.8569908142089844,1.0,1.0,1.0,1.0,1.0
1,1,0.0001,0.03418451547622681,0.9999997615814209,0.3456164598464966,0.7081416845321655,1.2638919113226212e-14,2.087942361831665,1.0,1.0,1.0,1.0,1.0
1,2,0.0001,0.7878891825675964,0.9999999403953552,0.3078661859035492,0.6998388767242432,5.667586123840189e-17,2.7955942153930664,1.0,1.0,1.0,1.0,1.0
1,3,0.0001,0.017192021012306213,0.8978334665298462,0.20414064824581146,0.6981650590896606,6.85999344661498e-17,1.8173311948776245,1.0,1.0,1.0,1.0,1.0
1,4,0.0001,0.15668925642967224,0.9363370537757874,0.5662471652030945,0.6891691088676453,0.0,2.348442554473877,1.0,1.0,1.0,1.0,1.0
1,5,0.0001,0.3677099645137787,0.8737573027610779,0.33612173795700073,0.6878976821899414,3.0226826002978857e-16,2.265486717224121,1.0,1.0,1.0,1.0,1.0
1,6,0.0001,0.5910884737968445,0.9999662637710571,0.19648300111293793,0.7014085054397583,2.929517835204273e-18,2.4889461994171143,1.0,1.0,1.0,1.0,1.0
1,7,0.0001,0.6508355140686035,0.9999693632125854,0.4987131357192993,0.6878114938735962,6.683982533416163e-20,2.837329387664795,1.0,1.0,1.0,1.0,1.0
1,8,0.0001,0.172591432929039,0.9899069666862488,0.8686372637748718,0.6657918691635132,0.0,2.696927547454834,1.0,1.0,1.0,1.0,1.0
1,9,0.0001,0.20973177254199982,0.9995064735412598,0.42905664443969727,0.670337438583374,7.227970883925243e-19,2.3086323738098145,1.0,1.0,1.0,1.0,1.0
1,10,0.0001,0.41019439697265625,0.9953204393386841,0.25020623207092285,0.6962381601333618,1.0763110017906466e-15,2.351959228515625,1.0,1.0,1.0,1.0,1.0
1,11,0.0001,0.3823319673538208,0.9927821159362793,0.17029404640197754,0.7079200744628906,2.798422301178438e-12,2.253328323364258,1.0,1.0,1.0,1.0,1.0
1,12,0.0001,0.05598997697234154,0.9945025444030762,0.5142844319343567,0.6339110136032104,0.0,2.19868803024292,1.0,1.0,1.0,1.0,1.0
1,13,0.0001,0.06880538165569305,0.9999980330467224,0.17553186416625977,0.7028776407241821,7.35042353784175e-17,1.9472129344940186,1.0,1.0,1.0,1.0,1.0
