epoch,global_step,lr,loss_mask_bce,loss_mask_dice,loss_mask_cls,loss_img_auth,loss_auth_penalty,loss_total,w_mask_bce,w_mask_dice,w_mask_cls,w_img_auth,w_auth_penalty
1,0,0.0001,0.7365812659263611,0.9640570878982544,0.49444711208343506,0.6639903783798218,1.7503152776043862e-06,2.8590776920318604,1.0,1.0,1.0,1.0,1.0
1,1,0.0001,0.02065366879105568,0.9999995827674866,0.3435121178627014,0.7071696519851685,6.233009171730669e-14,2.0713348388671875,1.0,1.0,1.0,1.0,1.0
1,2,0.0001,0.698291003704071,0.9999999403953552,0.30826932191848755,0.6977246999740601,1.1097343428628725e-17,2.704285144805908,1.0,1.0,1.0,1.0,1.0
1,3,0.0001,0.013175223022699356,0.9587699770927429,0.21031415462493896,0.700143039226532,1.4313884044197313e-16,1.8824024200439453,1.0,1.0,1.0,1.0,1.0
1,4,0.0001,0.14014849066734314,0.8963465690612793,0.5664375424385071,0.6892415285110474,0.0,2.2921743392944336,1.0,1.0,1.0,1.0,1.0
1,5,0.0001,0.662860095500946,0.8527723550796509,0.33124226331710815,0.6895030736923218,1.2534950477631956e-15,2.5363779067993164,1.0,1.0,1.0,1.0,1.0
1,6,0.0001,0.5701597929000854,0.9999250173568726,0.19796651601791382,0.7005273103713989,7.394215472087042e-18,2.468578815460205,1.0,1.0,1.0,1.0,1.0
1,7,0.0001,0.7924482226371765,0.9999920725822449,0.5008353590965271,0.6880443096160889,4.548655687112729e-21,2.9813199043273926,1.0,1.0,1.0,1.0,1.0
1,8,0.0001,0.23864062130451202,0.9999901056289673,0.8686375617980957,0.6661299467086792,0.0,2.7733983993530273,1.0,1.0,1.0,1.0,1.0
1,9,0.0001,0.3315064311027527,0.9999938011169434,0.427228182554245,0.6688010692596436,2.986588592880698e-20,2.4275295734405518,1.0,1.0,1.0,1.0,1.0
1,10,0.0001,1.2854015827178955,0.9999995231628418,0.2475719451904297,0.6956978440284729,2.769485923517854e-16,3.228670835494995,1.0,1.0,1.0,1.0,1.0
1,11,0.0001,0.048524320125579834,0.9994918704032898,0.1680610179901123,0.7069443464279175,8.499822762719704e-17,1.9230215549468994,1.0,1.0,1.0,1.0,1.0
1,12,0.0001,0.038069672882556915,0.9865231513977051,0.511752724647522,0.6320959329605103,0.0,2.1684415340423584,1.0,1.0,1.0,1.0,1.0
1,13,0.0001,0.16004395484924316,0.9956444501876831,0.18332187831401825,0.6997545957565308,1.1558334150896243e-11,2.0387649536132812,1.0,1.0,1.0,1.0,1.0
1,14,0.0001,0.08991539478302002,0.9373914003372192,0.4682601988315582,0.6412398815155029,0.0,2.1368069648742676,1.0,1.0,1.0,1.0,1.0
1,15,0.0001,0.35157662630081177,0.9375344514846802,0.4668528139591217,0.6504559516906738,0.0,2.4064197540283203,1.0,1.0,1.0,1.0,1.0
1,16,0.0001,-0.0,-0.0,0.1322053223848343,0.7958472967147827,7.052188694123274e-13,0.9280526041984558,1.0,1.0,1.0,1.0,1.0
1,17,0.0001,0.10199321806430817,0.9741275310516357,0.2598753273487091,0.7126278877258301,4.874041274749441e-12,2.048624038696289,1.0,1.0,1.0,1.0,1.0
1,18,0.0001,0.08249449729919434,0.8924492001533508,0.4310258626937866,0.6223553419113159,0.0,2.028325080871582,1.0,1.0,1.0,1.0,1.0
1,19,0.0001,0.07174087315797806,0.9041259288787842,0.33274921774864197,0.7109091281890869,4.0236624795908504e-12,2.0195250511169434,1.0,1.0,1.0,1.0,1.0
1,20,0.0001,0.04166148230433464,0.9793362617492676,0.26870042085647583,0.6917393207550049,4.650541236828065e-12,1.9814374446868896,1.0,1.0,1.0,1.0,1.0
1,21,0.0001,0.13799187541007996,0.9674704074859619,0.38980618119239807,0.6475169062614441,8.042899706699538e-14,2.1427853107452393,1.0,1.0,1.0,1.0,1.0
1,22,0.0001,0.11632346361875534,0.9680882692337036,0.32776936888694763,0.6263813376426697,1.406797204769883e-12,2.038562536239624,1.0,1.0,1.0,1.0,1.0
