epoch,global_step,lr,loss_mask_bce,loss_mask_dice,loss_mask_cls,loss_img_auth,loss_auth_penalty,loss_total,w_mask_bce,w_mask_dice,w_mask_cls,w_img_auth,w_auth_penalty
1,0,0.0001,0.6484922766685486,0.9643765687942505,0.49408450722694397,0.6684598922729492,1.8741967551250127e-06,2.7754151821136475,1.0,1.0,1.0,1.0,1.0
1,1,0.0001,0.034103088080883026,0.9999997615814209,0.34172719717025757,0.7087361812591553,7.586775175108529e-14,2.084566116333008,1.0,1.0,1.0,1.0,1.0
1,2,0.0001,0.6897697448730469,0.9999999403953552,0.30583155155181885,0.697376012802124,3.8041930492195336e-17,2.6929774284362793,1.0,1.0,1.0,1.0,1.0
1,3,0.0001,0.013774823397397995,0.9697796702384949,0.20796003937721252,0.6972994208335876,5.084758303830021e-17,1.8888139724731445,1.0,1.0,1.0,1.0,1.0
1,4,0.0001,0.18637914955615997,0.9529313445091248,0.5737488269805908,0.6950240135192871,0.0,2.408083438873291,1.0,1.0,1.0,1.0,1.0
1,5,0.0001,0.2912580966949463,0.8495851755142212,0.3392678201198578,0.6884386539459229,7.314260524949912e-17,2.1685497760772705,1.0,1.0,1.0,1.0,1.0
1,6,0.0001,0.5814518332481384,0.9843747019767761,0.20031456649303436,0.6988458633422852,5.63347633866483e-19,2.464986801147461,1.0,1.0,1.0,1.0,1.0
1,7,0.0001,0.6435211300849915,0.9999216198921204,0.5004703998565674,0.6925765872001648,7.556131527500929e-19,2.8364899158477783,1.0,1.0,1.0,1.0,1.0
1,8,0.0001,0.14441616833209991,0.9989715814590454,0.8871037364006042,0.6556861400604248,0.0,2.6861777305603027,1.0,1.0,1.0,1.0,1.0
1,9,0.0001,0.08481398224830627,0.9374134540557861,0.4314962923526764,0.6664875745773315,2.3634672976964057e-16,2.120211124420166,1.0,1.0,1.0,1.0,1.0
1,10,0.0001,0.28993088006973267,0.9274426698684692,0.24475613236427307,0.707996129989624,1.102989905356691e-13,2.170125961303711,1.0,1.0,1.0,1.0,1.0
1,11,0.0001,1.4273549318313599,0.9898039102554321,0.16908001899719238,0.7121641039848328,3.4047515241192317e-12,3.298403024673462,1.0,1.0,1.0,1.0,1.0
1,12,0.0001,0.08465553820133209,0.9729191660881042,0.5192069411277771,0.6185287833213806,0.0,2.195310592651367,1.0,1.0,1.0,1.0,1.0
1,13,0.0001,0.10074417293071747,0.9999998807907104,0.17407254874706268,0.7066123485565186,1.5151568609758846e-18,1.981428861618042,1.0,1.0,1.0,1.0,1.0
1,14,0.0001,0.8272588849067688,0.9999997019767761,0.4835541546344757,0.6186152696609497,0.0,2.9294281005859375,1.0,1.0,1.0,1.0,1.0
