epoch,global_step,lr,loss_mask_bce,loss_mask_dice,loss_mask_cls,loss_img_auth,loss_auth_penalty,loss_total,w_mask_bce,w_mask_dice,w_mask_cls,w_img_auth,w_auth_penalty
1,4,0.0001,0.49577128887176514,0.9522140026092529,0.5737858414649963,0.6959331631660461,0.0,2.7177042961120605,1.0,1.0,1.0,1.0,1.0
1,5,0.0001,0.23537206649780273,0.9231535792350769,0.33982253074645996,0.6946578025817871,2.9541344200411215e-19,2.1930060386657715,1.0,1.0,1.0,1.0,1.0
1,6,0.0001,0.919162392616272,0.9998995661735535,0.19969552755355835,0.6972031593322754,8.634139668162059e-20,2.815960645675659,1.0,1.0,1.0,1.0,1.0
1,7,0.0001,0.6839052438735962,0.9998794198036194,0.4962887465953827,0.6882327795028687,1.936002006513583e-20,2.8683061599731445,1.0,1.0,1.0,1.0,1.0
1,8,0.0001,0.2553310990333557,0.9966691136360168,0.8789814114570618,0.6551711559295654,0.0,2.7861528396606445,1.0,1.0,1.0,1.0,1.0
1,9,0.0001,0.14286111295223236,0.9050388932228088,0.43326589465141296,0.6664224863052368,1.7268332581940149e-15,2.1475882530212402,1.0,1.0,1.0,1.0,1.0
1,10,0.0001,1.332699179649353,0.9999994039535522,0.24736392498016357,0.6949135065078735,8.971709449846505e-15,3.2749757766723633,1.0,1.0,1.0,1.0,1.0
1,11,0.0001,0.051219962537288666,0.9185993075370789,0.16345304250717163,0.7143574953079224,1.0184557927569809e-15,1.8476297855377197,1.0,1.0,1.0,1.0,1.0
1,12,0.0001,0.16970714926719666,0.9696875810623169,0.5241845846176147,0.6018773317337036,0.0,2.2654566764831543,1.0,1.0,1.0,1.0,1.0
1,13,0.0001,0.03386584669351578,0.9791141748428345,0.17875245213508606,0.7200356721878052,3.772550848102352e-13,1.9117680788040161,1.0,1.0,1.0,1.0,1.0
1,14,0.0001,0.2259683609008789,0.8906752467155457,0.4697762727737427,0.5827468633651733,0.0,2.1691668033599854,1.0,1.0,1.0,1.0,1.0
1,15,0.0001,0.30041345953941345,0.9418361783027649,0.46056103706359863,0.6152432560920715,0.0,2.318053960800171,1.0,1.0,1.0,1.0,1.0
1,16,0.0001,-0.0,-0.0,0.13795268535614014,0.8644302487373352,6.951251640269218e-12,1.0023829936981201,1.0,1.0,1.0,1.0,1.0
1,17,0.0001,0.08132725954055786,0.9632270336151123,0.2705385684967041,0.7050246000289917,1.1168081216761383e-11,2.0201172828674316,1.0,1.0,1.0,1.0,1.0
1,18,0.0001,0.09623062610626221,0.920741617679596,0.42766669392585754,0.6036635637283325,0.0,2.04830265045166,1.0,1.0,1.0,1.0,1.0
1,19,0.0001,0.13917869329452515,0.9784037470817566,0.3369985818862915,0.7178050875663757,3.5879878929057085e-11,2.1723861694335938,1.0,1.0,1.0,1.0,1.0
1,20,0.0001,0.04418444633483887,0.9989047050476074,0.2681291997432709,0.7172473669052124,7.445758419544202e-14,2.028465747833252,1.0,1.0,1.0,1.0,1.0
1,21,0.0001,0.3504467308521271,0.9999594688415527,0.39385175704956055,0.6407510042190552,2.817324226796409e-16,2.3850088119506836,1.0,1.0,1.0,1.0,1.0
1,22,0.0001,0.2755219638347626,0.9999908208847046,0.33015871047973633,0.6123921871185303,1.1385324539091714e-16,2.2180638313293457,1.0,1.0,1.0,1.0,1.0
1,23,0.0001,0.12860150635242462,0.9999870657920837,0.42428550124168396,0.5372830629348755,0.0,2.0901570320129395,1.0,1.0,1.0,1.0,1.0
1,24,0.0001,1.3775651454925537,0.9999980926513672,0.2621985375881195,0.6692843437194824,5.993813170695486e-18,3.3090460300445557,1.0,1.0,1.0,1.0,1.0
1,25,0.0001,0.5479265451431274,0.999996542930603,0.19033341109752655,0.8003008365631104,1.2304459842492056e-16,2.538557291030884,1.0,1.0,1.0,1.0,1.0
1,26,0.0001,0.769572913646698,0.999566912651062,0.32695797085762024,0.7848548889160156,1.6216881997151416e-15,2.8809525966644287,1.0,1.0,1.0,1.0,1.0
1,27,0.0001,0.11387331038713455,0.9988970160484314,0.18103133141994476,0.8101030588150024,6.360550395433833e-15,2.1039047241210938,1.0,1.0,1.0,1.0,1.0
1,28,0.0001,0.013776274397969246,0.9621471166610718,0.3567947745323181,0.6218278408050537,6.038746696904163e-16,1.9545459747314453,1.0,1.0,1.0,1.0,1.0
1,29,0.0001,0.11235235631465912,0.9656600952148438,0.1730153113603592,0.6844653487205505,1.3152394212796736e-13,1.9354932308197021,1.0,1.0,1.0,1.0,1.0
1,30,0.0001,0.23555973172187805,0.9208868145942688,0.4378306269645691,0.5684313774108887,2.318677476582931e-13,2.1627085208892822,1.0,1.0,1.0,1.0,1.0
1,31,0.0001,-0.0,-0.0,0.09035409986972809,0.737385630607605,5.069694121971613e-13,0.8277397155761719,1.0,1.0,1.0,1.0,1.0
1,32,0.0001,0.2599000632762909,0.7708102464675903,0.24125133454799652,0.7216338515281677,2.2083851132330412e-13,1.9935956001281738,1.0,1.0,1.0,1.0,1.0
1,33,0.0001,0.23328624665737152,0.8388451933860779,0.3266332447528839,0.6802881956100464,5.7941890150322965e-15,2.0790529251098633,1.0,1.0,1.0,1.0,1.0
1,34,0.0001,0.08389133960008621,0.8878288269042969,0.2466592788696289,0.784369945526123,1.6402862903797675e-15,2.002749443054199,1.0,1.0,1.0,1.0,1.0
1,35,0.0001,0.07341456413269043,0.9502578973770142,0.3750596046447754,0.6626735925674438,1.8886920958705695e-16,2.061405658721924,1.0,1.0,1.0,1.0,1.0
1,36,0.0001,0.06135767698287964,0.9991484880447388,0.5519775748252869,0.5692626237869263,0.0,2.181746482849121,1.0,1.0,1.0,1.0,1.0
1,37,0.0001,0.22995199263095856,0.9955523610115051,0.1162264421582222,0.6838775873184204,4.31984222296182e-17,2.025608539581299,1.0,1.0,1.0,1.0,1.0
1,38,0.0001,0.18135857582092285,0.9866020679473877,0.42667752504348755,0.6204050779342651,6.117433865675464e-19,2.215043067932129,1.0,1.0,1.0,1.0,1.0
1,39,0.0001,0.2060939073562622,0.9868006110191345,0.42211923003196716,0.6434135437011719,3.1006718436991514e-18,2.258427143096924,1.0,1.0,1.0,1.0,1.0
1,40,0.0001,0.23348259925842285,0.9990586638450623,0.33351823687553406,0.6645872592926025,4.556966449567701e-17,2.230646848678589,1.0,1.0,1.0,1.0,1.0
1,41,0.0001,0.05917760357260704,0.9664336442947388,0.49858179688453674,0.5637572407722473,1.7441512173775435e-16,2.0879502296447754,1.0,1.0,1.0,1.0,1.0
1,42,0.0001,0.10045067965984344,0.9387947916984558,0.4536482095718384,0.6210184097290039,4.195781409993321e-16,2.1139121055603027,1.0,1.0,1.0,1.0,1.0
1,43,0.0001,0.4193040430545807,0.9968205690383911,0.24834097921848297,0.6798044443130493,5.931428257761754e-15,2.3442699909210205,1.0,1.0,1.0,1.0,1.0
1,44,0.0001,0.41747063398361206,0.8785445690155029,0.25311675667762756,0.6704659461975098,3.57593119069792e-14,2.219597816467285,1.0,1.0,1.0,1.0,1.0
1,45,0.0001,0.14143633842468262,0.9424433708190918,0.32541340589523315,0.7455534934997559,3.88411091484242e-13,2.154846668243408,1.0,1.0,1.0,1.0,1.0
1,46,0.0001,0.27696430683135986,0.9668431282043457,0.32560813426971436,0.6841521263122559,3.650097585294887e-12,2.253567695617676,1.0,1.0,1.0,1.0,1.0
1,47,0.0001,0.22102421522140503,0.8341225981712341,0.39881595969200134,0.6395729780197144,1.9058634336509284e-13,2.093535900115967,1.0,1.0,1.0,1.0,1.0
1,48,0.0001,0.06617697328329086,0.9413868188858032,0.24649128317832947,0.7051514387130737,1.2365290540626572e-13,1.9592065811157227,1.0,1.0,1.0,1.0,1.0
1,49,0.0001,0.03718961030244827,0.9000294208526611,0.35552072525024414,0.6080042719841003,1.1846748489965572e-14,1.9007439613342285,1.0,1.0,1.0,1.0,1.0
1,50,0.0001,0.07990538328886032,0.9384361505508423,0.2886805236339569,0.7039531469345093,1.52895247461024e-13,2.0109753608703613,1.0,1.0,1.0,1.0,1.0
1,51,0.0001,0.1148708164691925,0.9953422546386719,0.4374527335166931,0.6140980124473572,2.314239066290966e-15,2.161763906478882,1.0,1.0,1.0,1.0,1.0
1,52,0.0001,0.1642742156982422,0.9999665021896362,0.19126178324222565,0.8026852607727051,4.197552661765148e-15,2.1581878662109375,1.0,1.0,1.0,1.0,1.0
1,53,0.0001,0.24381482601165771,0.946237325668335,0.36010923981666565,0.6316596269607544,9.127758329719165e-16,2.181820869445801,1.0,1.0,1.0,1.0,1.0
1,54,0.0001,0.06190881133079529,0.9628289937973022,0.5285794734954834,0.5677420496940613,1.9714968456540678e-16,2.1210594177246094,1.0,1.0,1.0,1.0,1.0
1,55,0.0001,0.02284998819231987,0.9998132586479187,0.32381802797317505,0.7804295420646667,2.5968677620606673e-13,2.126910924911499,1.0,1.0,1.0,1.0,1.0
1,56,0.0001,0.19551785290241241,0.9628713726997375,0.2925005555152893,0.8354580402374268,1.617877517070057e-13,2.2863478660583496,1.0,1.0,1.0,1.0,1.0
1,57,0.0001,0.3424549698829651,0.9581592082977295,0.33025336265563965,0.7735357284545898,3.603856796319249e-12,2.4044032096862793,1.0,1.0,1.0,1.0,1.0
1,58,0.0001,0.35230177640914917,0.8706838488578796,0.36794334650039673,0.6621348857879639,1.5141510143141038e-14,2.253063917160034,1.0,1.0,1.0,1.0,1.0
1,59,0.0001,0.09729146212339401,0.9983593821525574,0.4578900933265686,0.5736002922058105,1.7484188467691009e-13,2.127141237258911,1.0,1.0,1.0,1.0,1.0
1,60,0.0001,0.03706609085202217,0.9503999948501587,0.3682762384414673,0.6896476745605469,4.22990939150103e-12,2.0453901290893555,1.0,1.0,1.0,1.0,1.0
1,61,0.0001,0.07878021895885468,0.9684278964996338,0.22843600809574127,0.817550003528595,3.368770540301824e-11,2.093194007873535,1.0,1.0,1.0,1.0,1.0
1,62,0.0001,1.0912714004516602,0.9081817269325256,0.4369165301322937,0.5624983310699463,0.0,2.998867988586426,1.0,1.0,1.0,1.0,1.0
1,63,0.0001,0.42084965109825134,0.9569706320762634,0.29423990845680237,0.6978296041488647,5.485590280629449e-13,2.369889736175537,1.0,1.0,1.0,1.0,1.0
1,64,0.0001,0.11562103033065796,0.6669233441352844,0.19419416785240173,0.7078909873962402,2.7109727223501023e-12,1.6846295595169067,1.0,1.0,1.0,1.0,1.0
1,65,0.0001,0.15393973886966705,0.9478236436843872,0.25540921092033386,0.7092171311378479,1.3841399272400412e-15,2.066389799118042,1.0,1.0,1.0,1.0,1.0
1,66,0.0001,0.10664413869380951,0.9589343070983887,0.3934708535671234,0.5798773765563965,2.195984796524793e-16,2.038926601409912,1.0,1.0,1.0,1.0,1.0
1,67,0.0001,0.09410525113344193,0.9972152709960938,0.7427020072937012,0.581885576248169,0.0,2.415908098220825,1.0,1.0,1.0,1.0,1.0
1,68,0.0001,0.44144558906555176,0.999302864074707,0.18451347947120667,0.7416210770606995,1.0200394267309912e-15,2.3668830394744873,1.0,1.0,1.0,1.0,1.0
1,69,0.0001,0.5909563302993774,0.9970630407333374,0.19125065207481384,0.7459933757781982,2.6361186589727095e-14,2.5252633094787598,1.0,1.0,1.0,1.0,1.0
1,70,0.0001,0.02752770483493805,0.9980823397636414,0.4022844433784485,0.6581881642341614,1.4580078706250758e-16,2.086082696914673,1.0,1.0,1.0,1.0,1.0
1,71,0.0001,0.5289841890335083,0.9998870491981506,0.18819032609462738,0.6863086223602295,4.1744065886265003e-13,2.4033703804016113,1.0,1.0,1.0,1.0,1.0
1,72,0.0001,0.5797781348228455,0.944172739982605,0.3593043088912964,0.5823055505752563,0.0,2.4655606746673584,1.0,1.0,1.0,1.0,1.0
1,73,0.0001,0.16656646132469177,0.6548468470573425,0.218184232711792,0.7655452489852905,1.7917939809826422e-13,1.8051427602767944,1.0,1.0,1.0,1.0,1.0
1,74,0.0001,0.3450712263584137,0.935926079750061,0.18245981633663177,0.7254265546798706,1.7869435315134852e-13,2.1888837814331055,1.0,1.0,1.0,1.0,1.0
1,75,0.0001,0.7530690431594849,0.9228246808052063,0.4318973124027252,0.6087727546691895,1.12194793386311e-11,2.7165639400482178,1.0,1.0,1.0,1.0,1.0
1,76,0.0001,0.15318012237548828,0.8040304183959961,0.21818006038665771,0.7259833812713623,2.793560738637013e-13,1.9013739824295044,1.0,1.0,1.0,1.0,1.0
1,77,0.0001,0.0176729466766119,0.9626634120941162,0.21743908524513245,0.8089630603790283,7.3506068040078e-14,2.0067386627197266,1.0,1.0,1.0,1.0,1.0
1,78,0.0001,0.06413204967975616,0.9730458855628967,0.5168312191963196,0.6835691928863525,5.280390264172626e-15,2.2375783920288086,1.0,1.0,1.0,1.0,1.0
1,79,0.0001,0.2194288969039917,0.9637024402618408,0.7094680070877075,0.7018526196479797,1.8526284770011356e-17,2.594451904296875,1.0,1.0,1.0,1.0,1.0
1,80,0.0001,0.03727852180600166,0.9920111298561096,0.5920441150665283,0.6960606575012207,7.375950993289627e-17,2.317394256591797,1.0,1.0,1.0,1.0,1.0
1,81,0.0001,0.13944372534751892,0.9999073147773743,0.25248056650161743,0.733586847782135,6.758073121975643e-15,2.1254184246063232,1.0,1.0,1.0,1.0,1.0
1,82,0.0001,0.4593784809112549,0.8322665095329285,0.17779572308063507,0.7262376546859741,8.43350861151268e-14,2.195678472518921,1.0,1.0,1.0,1.0,1.0
1,83,0.0001,0.4311200678348541,0.9996050596237183,0.36242517828941345,0.65616774559021,8.29642598517517e-15,2.4493179321289062,1.0,1.0,1.0,1.0,1.0
1,84,0.0001,0.18184739351272583,0.8247747421264648,0.25074660778045654,0.6604756116867065,3.0775312447094486e-14,1.917844295501709,1.0,1.0,1.0,1.0,1.0
1,85,0.0001,0.3317040503025055,0.9138852953910828,0.39777472615242004,0.6239075064659119,3.8495222820896435e-16,2.2672715187072754,1.0,1.0,1.0,1.0,1.0
1,86,0.0001,0.6509078741073608,0.9470809698104858,0.37126368284225464,0.6981161832809448,1.6349158897359384e-13,2.6673688888549805,1.0,1.0,1.0,1.0,1.0
1,87,0.0001,0.20471549034118652,0.8932483196258545,0.18373863399028778,0.7115341424942017,1.0864118849332471e-12,1.9932365417480469,1.0,1.0,1.0,1.0,1.0
1,88,0.0001,1.0783772468566895,0.780227780342102,0.2587054967880249,0.7146239876747131,1.7873333021944937e-13,2.8319344520568848,1.0,1.0,1.0,1.0,1.0
1,89,0.0001,0.0716361403465271,0.973796546459198,0.46017107367515564,0.6672554016113281,4.575285462993239e-13,2.1728591918945312,1.0,1.0,1.0,1.0,1.0
1,90,0.0001,0.05817277729511261,0.9096777439117432,0.6758959889411926,0.7020937204360962,0.0,2.3458402156829834,1.0,1.0,1.0,1.0,1.0
1,91,0.0001,0.27563759684562683,0.9221143126487732,0.5725224018096924,0.678223192691803,0.0,2.4484975337982178,1.0,1.0,1.0,1.0,1.0
1,92,0.0001,0.23587414622306824,0.8220964670181274,0.2595924437046051,0.6601167917251587,7.427047258451447e-13,1.9776798486709595,1.0,1.0,1.0,1.0,1.0
1,93,0.0001,0.026996348053216934,0.9707720279693604,0.1960185170173645,0.7181563377380371,2.5079740801486894e-12,1.9119431972503662,1.0,1.0,1.0,1.0,1.0
1,94,0.0001,0.0834103524684906,0.955321192741394,0.3536010980606079,0.6846228241920471,2.2223035044122152e-12,2.076955556869507,1.0,1.0,1.0,1.0,1.0
1,95,0.0001,0.051815178245306015,0.9378191828727722,0.29784777760505676,0.7026730179786682,5.177092261832161e-12,1.9901552200317383,1.0,1.0,1.0,1.0,1.0
1,96,0.0001,0.5136994123458862,0.779083251953125,0.202507883310318,0.6877979636192322,4.60092589027461e-11,2.183088541030884,1.0,1.0,1.0,1.0,1.0
1,97,0.0001,0.2204727679491043,0.9637770652770996,0.5815888047218323,0.6690830588340759,4.7033123923290177e-11,2.4349217414855957,1.0,1.0,1.0,1.0,1.0
1,98,0.0001,0.0260926503688097,0.8850414752960205,0.1984642595052719,0.6880194544792175,5.912068751223742e-11,1.7976179122924805,1.0,1.0,1.0,1.0,1.0
1,99,0.0001,0.1118701696395874,0.9487070441246033,0.406080424785614,0.6185944080352783,0.0,2.085252046585083,1.0,1.0,1.0,1.0,1.0
1,100,0.0001,0.04917509853839874,0.9745365977287292,0.2934723198413849,0.7295571565628052,2.591520747996512e-12,2.046741008758545,1.0,1.0,1.0,1.0,1.0
1,101,0.0001,0.055300645530223846,0.9208776950836182,0.5422329902648926,0.6461488008499146,1.6501717527150905e-12,2.164560317993164,1.0,1.0,1.0,1.0,1.0
1,102,0.0001,0.20297735929489136,0.8116852641105652,0.25855863094329834,0.6667252779006958,8.046427022942448e-13,1.9399465322494507,1.0,1.0,1.0,1.0,1.0
1,103,0.0001,0.2227015197277069,0.9746508598327637,0.18096399307250977,0.776559591293335,3.2077834312416176e-13,2.1548759937286377,1.0,1.0,1.0,1.0,1.0
1,104,0.0001,0.12095675617456436,0.7983599305152893,0.396883100271225,0.6375322937965393,5.388204937567184e-14,1.9537320137023926,1.0,1.0,1.0,1.0,1.0
1,105,0.0001,0.21066807210445404,0.865312397480011,0.2880958914756775,0.7479206323623657,1.121523663868973e-12,2.111997127532959,1.0,1.0,1.0,1.0,1.0
1,106,0.0001,0.09850072860717773,0.9730947613716125,0.4372955858707428,0.6950346231460571,1.8566307076769121e-16,2.203925609588623,1.0,1.0,1.0,1.0,1.0
1,107,0.0001,0.27386248111724854,0.9919012188911438,0.4335266053676605,0.6273777484893799,1.3505944579134555e-15,2.3266682624816895,1.0,1.0,1.0,1.0,1.0
1,108,0.0001,0.30675530433654785,0.8824105858802795,0.5152639150619507,0.5824155807495117,0.0,2.2868452072143555,1.0,1.0,1.0,1.0,1.0
1,109,0.0001,0.300448477268219,0.9699608683586121,0.3698817789554596,0.5497347116470337,8.467374174590033e-15,2.190025806427002,1.0,1.0,1.0,1.0,1.0
1,110,0.0001,-0.0,-0.0,0.10364307463169098,0.9607964754104614,1.237943565203254e-14,1.0644395351409912,1.0,1.0,1.0,1.0,1.0
1,111,0.0001,0.38010862469673157,0.8696430921554565,0.35784804821014404,0.563715934753418,5.181675401255692e-13,2.1713156700134277,1.0,1.0,1.0,1.0,1.0
1,112,0.0001,0.050120215862989426,0.8160831332206726,0.3230879008769989,0.748713493347168,1.614579925691563e-16,1.938004732131958,1.0,1.0,1.0,1.0,1.0
1,113,0.0001,0.10478369891643524,0.883857786655426,0.35644322633743286,0.6011770963668823,8.727058382592204e-15,1.9462617635726929,1.0,1.0,1.0,1.0,1.0
1,114,0.0001,0.282644659280777,0.8244906663894653,0.3234892785549164,0.8088453412055969,8.510932301801499e-13,2.2394700050354004,1.0,1.0,1.0,1.0,1.0
1,115,0.0001,0.1357804834842682,0.8857747912406921,0.2527045011520386,0.6463119387626648,8.79759481410558e-13,1.9205718040466309,1.0,1.0,1.0,1.0,1.0
1,116,0.0001,0.06552932411432266,0.9836750030517578,0.7688595056533813,0.48134833574295044,0.0,2.299412250518799,1.0,1.0,1.0,1.0,1.0
1,117,0.0001,0.13583117723464966,0.9719544053077698,0.3958617150783539,0.7247747182846069,2.104080120855431e-13,2.228422164916992,1.0,1.0,1.0,1.0,1.0
1,118,0.0001,0.05106116086244583,0.8115715980529785,0.2617066204547882,1.0001723766326904,6.348922689664027e-12,2.12451171875,1.0,1.0,1.0,1.0,1.0
1,119,0.0001,0.44323745369911194,0.796028733253479,0.18740136921405792,0.8466988801956177,1.22465904604796e-12,2.2733664512634277,1.0,1.0,1.0,1.0,1.0
1,120,0.0001,0.007601459044963121,0.7916313409805298,0.18786711990833282,0.6635540723800659,1.746458338190704e-13,1.6506539583206177,1.0,1.0,1.0,1.0,1.0
1,121,0.0001,0.026948530226945877,0.9617628455162048,0.45956963300704956,0.674479067325592,4.624176475759301e-13,2.122760057449341,1.0,1.0,1.0,1.0,1.0
1,122,0.0001,0.07009245455265045,0.9361957311630249,0.4912564754486084,0.53182053565979,0.0,2.029365062713623,1.0,1.0,1.0,1.0,1.0
1,123,0.0001,0.004192638210952282,0.9901687502861023,0.21767684817314148,0.7362416982650757,9.217629372455793e-15,1.9482799768447876,1.0,1.0,1.0,1.0,1.0
1,124,0.0001,0.028758525848388672,0.9919514656066895,0.29239943623542786,0.6568838357925415,4.487619518068857e-15,1.969993233680725,1.0,1.0,1.0,1.0,1.0
1,125,0.0001,0.0644165575504303,0.9924055337905884,0.25202444195747375,0.709886908531189,1.0000841775266271e-14,2.018733501434326,1.0,1.0,1.0,1.0,1.0
1,126,0.0001,0.04484359547495842,0.994450569152832,0.21624207496643066,0.7693002820014954,6.470910233428301e-14,2.024836540222168,1.0,1.0,1.0,1.0,1.0
1,127,0.0001,0.06576478481292725,0.9321643710136414,0.35643577575683594,0.5493987202644348,1.8120076091172367e-15,1.9037635326385498,1.0,1.0,1.0,1.0,1.0
1,128,0.0001,0.013659493997693062,0.9639194011688232,0.18329481780529022,0.7544915080070496,4.3502760902868875e-15,1.915365219116211,1.0,1.0,1.0,1.0,1.0
1,129,0.0001,0.38260769844055176,0.9488484859466553,0.39684954285621643,0.527329683303833,0.0,2.2556352615356445,1.0,1.0,1.0,1.0,1.0
1,130,0.0001,0.02853282354772091,0.9950853586196899,0.17515192925930023,0.8164821863174438,1.8705334861330442e-13,2.0152523517608643,1.0,1.0,1.0,1.0,1.0
1,131,0.0001,0.03944604843854904,0.9869900941848755,0.6971368789672852,0.6459186673164368,0.0,2.3694915771484375,1.0,1.0,1.0,1.0,1.0
1,132,0.0001,0.3932086229324341,0.88606858253479,0.1761491298675537,0.7540788650512695,7.077699429140771e-13,2.209505081176758,1.0,1.0,1.0,1.0,1.0
1,133,0.0001,0.2903030514717102,0.9909388422966003,0.39622917771339417,0.6931868195533752,1.5327028358039859e-15,2.3706579208374023,1.0,1.0,1.0,1.0,1.0
1,134,0.0001,0.10901715606451035,0.9174206852912903,0.6276662349700928,0.5486418008804321,0.0,2.2027459144592285,1.0,1.0,1.0,1.0,1.0
1,135,0.0001,0.10646460205316544,0.9876041412353516,0.3973735272884369,0.7161180973052979,9.490177469827915e-14,2.2075605392456055,1.0,1.0,1.0,1.0,1.0
1,136,0.0001,0.07985050231218338,0.9559462070465088,0.432841956615448,0.6981606483459473,8.926798238323777e-14,2.166799306869507,1.0,1.0,1.0,1.0,1.0
1,137,0.0001,0.10805036127567291,0.972723126411438,0.38830646872520447,0.6576650738716125,3.1491112885764783e-13,2.1267449855804443,1.0,1.0,1.0,1.0,1.0
1,138,0.0001,0.2567281126976013,0.9302762746810913,0.25184905529022217,0.6450793743133545,4.800255245379637e-13,2.083932876586914,1.0,1.0,1.0,1.0,1.0
1,139,0.0001,0.021539948880672455,0.6887810230255127,0.18514631688594818,0.7161933183670044,1.4127002519181975e-12,1.6116605997085571,1.0,1.0,1.0,1.0,1.0
1,140,0.0001,0.22852860391139984,0.9051524996757507,0.2907904386520386,0.6741366386413574,9.004153759401001e-13,2.0986080169677734,1.0,1.0,1.0,1.0,1.0
1,141,0.0001,0.20275241136550903,0.9727594256401062,0.19225206971168518,0.8033369779586792,2.142507959240758e-12,2.1711008548736572,1.0,1.0,1.0,1.0,1.0
1,142,0.0001,0.13861599564552307,0.950714111328125,0.19678235054016113,0.7674003839492798,6.609894055709109e-12,2.0535128116607666,1.0,1.0,1.0,1.0,1.0
1,143,0.0001,0.28643661737442017,0.7375161647796631,0.2606353759765625,0.6382884979248047,3.2587795309457768e-12,1.9228765964508057,1.0,1.0,1.0,1.0,1.0
